image_name,question,answer,question_type
synpic33481.jpg,Are the opacities confined to one lung lobe?,No,POS
synpic33481.jpg,Is/Are the lesions located near/in the one lobe?,No,POS
synpic33331.jpg,Is this a mid-sagittal film?,no,PLANE
synpic33429.jpg,Is there free air under the diaphragm?,No,PRES
synpic33429.jpg,Is/Are there air in the abdomen?,No,PRES
synpic33429.jpg,Is there air in the abdominal cavity?,No,PRES
synpic33429.jpg,Is/Are there air in the abdomen?,No,PRES
synpic16221.jpg,Is this an axial image?,no,PLANE
synpic17675.jpg,Is there free air under the diaphragm?,No,PRES
synpic17675.jpg,Is/Are there free air in the patient's (under the) diaphragm?,No,PRES
synpic17675.jpg,Is subdiaphragmatic free air present?,No,PRES
synpic17675.jpg,Is/Are there free air in the patient's (under the) diaphragm?,No,PRES
synpic33302.jpg,Are there any consolidations present in the lungs?,No,PRES
synpic33302.jpg,Is/Are there pulmonary consolidations?,No,PRES
synpic33302.jpg,Are there any pulmonary consolidations?,No,PRES
synpic33302.jpg,Is/Are there pulmonary consolidations?,No,PRES
synpic33331.jpg,Is the heart shadow abnormally large?,No,SIZE
synpic33331.jpg,Is/Are the heart shadow abnormally large?,No,SIZE
synpic33331.jpg,Is the cardiac silhouette enlarged?,No,SIZE
synpic33331.jpg,Is/Are the heart shadow abnormally large?,No,SIZE
synpic24350.jpg,Is there a pneumothorax?,No,PRES
synpic24350.jpg,Is/Are there pneumothorax?,No,PRES
synpic24350.jpg,Is a pneumothorax present?,No,PRES
synpic24350.jpg,Is/Are there pneumothorax?,No,PRES
synpic45610.jpg,Is/Are the trachea normal?,No,ABN
synpic45610.jpg,Is/Are the trachea normal?,Yes,PRES
synpic16221.jpg,Is there pneumothorax?,No,OTHER
synpic33429.jpg,What is/are the free air near/in the thorax?,No,PRES
synpic33429.jpg,What is/are the free air near/in the thorax?,No,PRES
synpic17675.jpg,Are there cilia present at the level of alveoli?,no,PRES
synpic33331.jpg,Are any of the ribs fractured?,No,PRES
synpic33331.jpg,Is/Are the ribs fractured? -yes/no,No,PRES
synpic33331.jpg,Are there rib fractures present?,No,PRES
synpic33331.jpg,Is/Are the ribs fractured? -yes/no,No,PRES
synpic33481.jpg,Does a blocked alveoli cause a V/Q mismatch?,yes,OTHER
synpic16221.jpg,Is the trachea deviated from midline?,No,PRES
synpic16221.jpg,Is/Are there tracheal deviation?,No,PRES
synpic16221.jpg,Is there tracheal deviation?,No,PRES
synpic16221.jpg,Is/Are there tracheal deviation?,No,PRES
synpic17675.jpg,Can x rays be used to identify liver lesions?,no,OTHER
synpic33481.jpg,Are the hemidiaphragms flattened?,No,ATTRIB
synpic33481.jpg,Is/Are the diaphragm  flattened? -yes/no,No,ATTRIB
synpic33481.jpg,Is the diaphragm flattened on either side,No,ATTRIB
synpic33481.jpg,Is/Are the diaphragm  flattened? -yes/no,No,ATTRIB
synpic45610.jpg,Is the cardiac silhouette enlarged?,No,SIZE
synpic45610.jpg,Is/Are the heart size abnormal?,No,SIZE
synpic45610.jpg,Is the heart size abnormal,No,SIZE
synpic45610.jpg,Is/Are the heart size abnormal?,No,SIZE
synpic33481.jpg,Is the aorta abnormally wide?,No,SIZE
synpic33481.jpg,is the aortic knob widened?,No,SIZE
synpic33481.jpg,Is the aortic knob widened?,No,SIZE
synpic33481.jpg,is the aortic knob widened?,No,SIZE
synpic24350.jpg,Is the trachea normal?,Yes,PRES
synpic24350.jpg,Is/Are the trachea normal?,Yes,PRES
synpic24350.jpg,Is the trachea midline?,Yes,PRES
synpic24350.jpg,Is the trachea midline?,Yes,PRES
synpic17675.jpg,Is there a pneumothorax?,No,PRES
synpic17675.jpg,Is/Are there pneumothorax?,No,PRES
synpic17675.jpg,Is a pneuomothorax present?,No,PRES
synpic17675.jpg,Is/Are there pneumothorax?,No,PRES
synpic33302.jpg,Is/Are there pneumothorax?,No,PRES
synpic33302.jpg,Is/Are there pneumothorax?,No,PRES
synpic26413.jpg,Are the clavicles fractured?,No,PRES
synpic26413.jpg,Is/Are there clavicular fracture?,No,PRES
synpic26413.jpg,Is a clavicular fracture present?,No,PRES
synpic26413.jpg,Is/Are there clavicular fracture?,No,PRES
synpic24350.jpg,Is a pleural effusion present?,No,PRES
synpic24350.jpg,Is/Are there pleural effusion?,No,PRES
synpic24350.jpg,Is there a pleural effusion?,No,PRES
synpic24350.jpg,Is/Are there pleural effusion?,No,PRES
synpic45610.jpg,Is/Are the diaphragm flat? -yes/no,No,ATTRIB
synpic45610.jpg,Is/Are the diaphragm flat? -yes/no,No,ATTRIB
synpic27646.jpg,Is there lymphadenopathy?,No,PRES
synpic27646.jpg,Is there lymphadenopathy?,No,PRES
synpic27646.jpg,Is lymphadenopathy present?,No,PRES
synpic27646.jpg,Is there lymphadenopathy?,No,PRES
synpic31217.jpg,Is this an image of normal physiology?,No,ABN
synpic31217.jpg,Is this patient healthy?,No,ABN
synpic27646.jpg,Is/Are there a focal mass?,No,PRES
synpic27646.jpg,Is/Are there a focal mass?,No,PRES
synpic18250.jpg,Are the airway walls thickened in the bases?,Yes,PRES
synpic18250.jpg,Is/Are there thickening in the patient's airway walls?,Yes,PRES
synpic18250.jpg,Is there increased airway wall thickening of the bilateral bases?,Yes,PRES
synpic18250.jpg,Is/Are there thickening in the patient's airway walls?,Yes,PRES
synpic29263.jpg,Is the heart enlarged?,No,SIZE
synpic29263.jpg,Is/Are the heart enlarged?,No,SIZE
synpic29263.jpg,Is there cardiomegaly?,No,SIZE
synpic29263.jpg,Is/Are the heart enlarged?,No,SIZE
synpic31217.jpg,Are there abnormalities seen in the lungs?,yes,ABN
synpic18250.jpg,Are there abnormalities?,Yes,ABN
synpic18250.jpg,Is this image abnormal?,Yes,ABN
synpic18250.jpg,Is anything wrong in this image?,Yes,ABN
synpic18250.jpg,Is this image abnormal?,Yes,ABN
synpic32081.jpg,Is anything wrong in the image?,Yes,ABN
synpic32081.jpg,Is this image normal?,Yes,ABN
synpic32081.jpg,Is there an abnormality?,Yes,ABN
synpic32081.jpg,Is this image normal?,Yes,ABN
synpic29263.jpg,Is/Are there abnormality in the patient's lungs?,No,PRES
synpic29263.jpg,Is/Are there abnormality in the patient's lungs?,No,PRES
synpic29263.jpg,Are there any pulmonary findings?,No,PRES
synpic29263.jpg,Is/Are the lungs normal?,No,PRES
synpic29263.jpg,Are the lungs affected?,No,PRES
synpic29263.jpg,Is/Are the lungs normal?,No,PRES
synpic27646.jpg,Is this an MRI?,no,MODALITY
synpic100176.jpg,Is this a PA or AP film?,PA,MODALITY
synpic52988.jpg,Is/Are there cardiomegaly ?,Yes,SIZE
synpic52988.jpg,Is/Are there cardiomegaly ?,Yes,SIZE
synpic28987.jpg,Is there fluid in the lungs?,No,PRES
synpic28987.jpg,Is/Are there a pleural effusion?,No,PRES
synpic28987.jpg,Is a pleural effusion present?,No,PRES
synpic28987.jpg,Is/Are there a pleural effusion?,No,PRES
synpic42210.jpg,Is the trachea deviated?,yes,PRES
synpic42210.jpg,Is/Are there tracheal deviation?,yes,PRES
synpic42210.jpg,Is tracheal deviation present?,yes,PRES
synpic42210.jpg,Is/Are there tracheal deviation?,yes,PRES
synpic52988.jpg,Are patchy infiltrates depicted?,Yes,PRES
synpic52988.jpg,Is/Are there patchy infiltrates?,Yes,PRES
synpic52988.jpg,Are there patchy infiltrates present?,Yes,PRES
synpic52988.jpg,Is/Are there patchy infiltrates?,Yes,PRES
synpic100176.jpg,Are the margins of the cardiac silhouette normal?,No,ABN
synpic100176.jpg,Is/Are the cardiac silhouette normal?,No,ABN
synpic100176.jpg,Is the heart border normal?,No,ABN
synpic100176.jpg,Is/Are the heart border normal?,No,ABN
synpic100176.jpg,Is/Are there pneumoperitoneum?,no,PRES
synpic100176.jpg,Is/Are there pneumoperitoneum?,no,PRES
synpic28987.jpg,Is cardiomegaly shown?,yes,SIZE
synpic28987.jpg,Is/Are there cardiomegaly?,yes,SIZE
synpic28987.jpg,Is the heart enlarged?,yes,SIZE
synpic28987.jpg,Is/Are there cardiomegaly?,yes,SIZE
synpic42210.jpg,Is this a PA film?,yes,PLANE
synpic31248.jpg,Is there hilar adenopathy?,Yes,PRES
synpic31248.jpg,Is/Are there hilar adenopathy?,Yes,PRES
synpic52988.jpg,Is the ET tube properly placed?,Yes,OTHER
synpic15006.jpg,Is there cardiomegaly?,yes,SIZE
synpic15006.jpg,Is there cardiomegaly,yes,SIZE
synpic31962.jpg,Is/Are the air under the diaphragm pathologic?,No,ABN
synpic31962.jpg,Is there free air under the patient's diaphragm?,No,PRES
synpic17664.jpg,Is the trachea midline?,Yes,PRES
synpic17664.jpg,Is/Are the trachea in a normal position?,Yes,PRES
synpic17675.jpg,Are there any fractures in this image?,No,PRES
synpic17675.jpg,Is/Are the bones fractured? -yes/no,No,PRES
synpic49914.jpg,Is there pleural thickening in the R lung?,Yes,SIZE
synpic49914.jpg,Is the pleura thick?,Yes,SIZE
synpic33102.jpg,Is there a pneumothorax?,yes,PRES
synpic33102.jpg,Is there a pneumonthorax?,yes,PRES
synpic47783.jpg,Is/Are the air under the diaphragm pathologic?,No,ABN
synpic51872.jpg,Is this patient intubated?,no,PRES
synpic51872.jpg,Is/Are there an endotracheal tube?,no,PRES
synpic22037.jpg,Is there a rib fracture?,No,PRES
synpic22037.jpg,Is/Are there a rib fracture?,No,PRES
synpic52767.jpg,Are there decreased lung markings in the right upper lung field?,Yes,PRES
synpic52767.jpg,Is/Are there pneumothorax?,Yes,PRES
synpic40520.jpg,Are there increased interstitial markings?,Yes,PRES
synpic40520.jpg,Is/Are there increased interstitial markings?,Yes,PRES
synpic46976.jpg,Is there pneumoperitoneum?,no,PRES
synpic46976.jpg,Is/Are there free air in the patient's abdomen?,no,PRES
synpic19477.jpg,Is/Are there nipple markers present?,Yes,OTHER
synpic24350.jpg,Is there cardiac enlargement?,Yes,SIZE
synpic24350.jpg,Is/Are the heart larger than normal?,Yes,SIZE
synpic21044.jpg,Is there bilateral hilar enlargement?,Yes,SIZE
synpic21044.jpg,Is/Are the hila enlarged?,Yes,SIZE
synpic19782.jpg,Is/Are there a fracture present in the clavicle?,No,PRES
synpic31400.jpg,Is this an abnormal film?,Yes,ABN
synpic31400.jpg,Is this image abnormal?,Yes,ABN
synpic31400.jpg,Is there a cavitary lesion?,Yes,PRES
synpic31256.jpg,Is there a pneumothorax present?,No,PRES
synpic31256.jpg,Is/Are there a pneumothorax ?,No,PRES
synpic19232.jpg,Is the heart enlarged?,Yes,SIZE
synpic19232.jpg,Is/Are the heart enlarged?,Yes,SIZE
synpic100228.jpg,Is there evidence of a pleural effusion?,No,PRES
synpic17693.jpg,Is the image normal?,No,ABN
synpic17693.jpg,Is this image normal?,No,ABN
synpic33302.jpg,Is there a calcification on the upper left lobe?,No,PRES
synpic33302.jpg,Is/Are there calcification in the patient's upper left lobe?,No,PRES
synpic31955.jpg,Are the clavicles broken?,No,PRES
synpic31955.jpg,Is/Are there fractures in the patient's clavicles?,No,PRES
synpic27646.jpg,Is/Are there an air-fluid level?,No,PRES
synpic27402.jpg,IS there anything wrong with the lungs?,No,ABN
synpic27402.jpg,Is this image abnormal?,No,ABN
synpic23989.jpg,Is/Are there a chest tube?,No,PRES
synpic12210.jpg,Is/Are the nodules located near/in the both lungs?,yes,PRES
synpic18651.jpg,Is the heart greater than 50% of the chest diameter,yes,SIZE
synpic18651.jpg,Is/Are the heart >50% of chest diameter?,yes,SIZE
synpic18250.jpg,Is there consolidation in the lungs?,No,PRES
synpic18250.jpg,Is/Are there consolidation in the patient's lungs?,No,PRES
synpic29263.jpg,Is/Are there air-fluid level?,No,PRES
synpic31217.jpg,Is there a nodule in the left lung?,No,PRES
synpic31217.jpg,Is/Are there a nodule in the patient's left lung?,No,PRES
synpic23803.jpg,Is there a pneumothorax present?,Yes,PRES
synpic16174.jpg,What is/are the EKG leads near/in the lungs?,Yes,PRES
synpic26413.jpg,Is the stomach visualized here?,No,PRES
synpic26413.jpg,Is/Are there stomach visualized?,No,PRES
synpic17848.jpg,Is/Are the nodules well circumscribed? -yes/no,Yes,ATTRIB
synpic23053.jpg,Are the ribs broken?,No,PRES
synpic23053.jpg,Is/Are there fractures present?,No,PRES
synpic33422.jpg,Is there adequate inspiration?,Yes,PRES
synpic38531.jpg,Are there rib fractures present?,No,PRES
synpic32970.jpg,Is/Are there air under the patient's diaphragm?,No,PRES
synpic50943.jpg,Is there an NG tube present?,Yes,PRES
synpic41667.jpg,Is the trachea midline?,Yes,PRES
synpic39532.jpg,Is there free air under the diaphragm?,No,PRES
synpic42245.jpg,Is the cardiac contour normal in shape?,Yes,ATTRIB
synpic34449.jpg,Are there rib fractures present?,Yes,PRES
synpic34449.jpg,Is/Are the right ribs fractured?,Yes,PRES
synpic44865.jpg,Is there a mediastinal shift?,Yes,PRES
synpic44865.jpg,Is/Are there a mediastinal shift?,Yes,PRES
synpic42805.jpg,Is there abnormal air present under the diaphragm?,No,ABN
synpic31394.jpg,Is there a pneumothorax present?,no,PRES
synpic31394.jpg,Is/Are there a pneumothroax?,no,PRES
synpic16810.jpg,Is/Are there hilar adenopathy?,No,PRES
synpic46539.jpg,Is there a fracture of the clavicle?,No,PRES
synpic46539.jpg,Is/Are there a fracture in the patient's clavicle?,No,PRES
synpic40272.jpg,Does the patient have a central line placed?,Yes,PRES
synpic40272.jpg,Is/Are there central line in the patient's heart?,Yes,PRES
synpic33429.jpg,Is the heart too big?,No,SIZE
synpic33429.jpg,Is/Are the heart too big?,No,SIZE
synpic55464.jpg,Is there cardiomegaly?,No,SIZE
synpic55464.jpg,Is/Are there cardiomegaly?,No,SIZE
synpic60423.jpg,Anything abnormal in this image?,No,ABN
synpic60423.jpg,Is this image abnormal?,No,ABN
synpic53228.jpg,Is/Are there curly B lines?,No,PRES
synpic51774.jpg,Is a pneumothorax present?,Yes,PRES
synpic51774.jpg,Is/Are there a pneumothorax?,Yes,PRES
synpic25821.jpg,Where is/are the gastric bubble located?,Right side,POS
synpic33226.jpg,Is the heart clearly visible?,No,PRES
synpic33226.jpg,Is/Are there an obvious heart outline?,No,PRES
synpic32084.jpg,Is/Are the ribs broken?,No,PRES
synpic19114.jpg,Are the findings normal?,No,ABN
synpic19114.jpg,Is this image normal?,No,ABN
synpic45610.jpg,Are there rib fractures present?,No,PRES
synpic45610.jpg,Is/Are there rib fractures?,No,PRES
synpic24390.jpg,Is the trachea midline?,Yes,PRES
synpic32084.jpg,Are there multiple circumferential opacities located throughout all lung fields?,Yes,"POS, PRES"
synpic32084.jpg,Does this chest x-ray show signs of diffuse opacities in both right and left lung fields?,Yes,"POS, PRES"
synpic41667.jpg,Can you view the colon in this image?,yes,PRES
synpic100228.jpg,Is this an AP or PA film?,AP,PLANE
synpic53228.jpg,Is this patient rotated?,No,OTHER
synpic53228.jpg,Was the patient positioned inappropriately?,No,OTHER
synpic32084.jpg,Is there right hemidiaphragm elevation?,Yes,PRES
synpic32084.jpg,Is/Are there elevation of the right hemidiaphragm?,Yes,PRES
synpic32084.jpg,Is the right hemidiaphragm higher than the left?,Yes,PRES
synpic32084.jpg,Is/Are there elevation of the right hemidiaphragm?,Yes,PRES
synpic59126.jpg,Is the heart contour backwards?,yes,OTHER
synpic59126.jpg,Is the heart contour a mirror image of normal?,yes,OTHER
synpic41667.jpg,Is this a chest radiograph?,yes,MODALITY
synpic53228.jpg,Does the heart border appear normal?,Yes,ABN
synpic53228.jpg,Is the heart contour normal?,Yes,ABN
synpic53228.jpg,Is there a normal contour of the heart?,Yes,ABN
synpic53228.jpg,Is the heart contour normal?,Yes,ABN
synpic41667.jpg,Is this an AP or PA film?,PA,PLANE
synpic32084.jpg,Is the heart enlarged?,No,SIZE
synpic32084.jpg,Is the heart enlarged?,No,SIZE
synpic32084.jpg,Is there evidence of cardiomegaly?,No,SIZE
synpic32084.jpg,Is the heart enlarged?,No,SIZE
synpic59126.jpg,Is this an AP or PA film?,PA,PLANE
synpic41667.jpg,Are the ground glass opacities located more in the apex or base of the lung?,Base,POS
synpic100228.jpg,Is there cardiomegaly?,No,SIZE
synpic100228.jpg,Is the heart enlarged?,No,SIZE
synpic100228.jpg,Is the heart enlarged?,No,SIZE
synpic100228.jpg,Is the heart enlarged?,No,SIZE
synpic26764.jpg,Are the lungs hyperinflated?,yes,SIZE
synpic38531.jpg,Is the left hemodiaphragm flat?,Yes,"PRES, ATTRIB"
synpic38531.jpg,Is the left hemodiaphragm flat?,Yes,"PRES, ATTRIB"
synpic32084.jpg,Is this a PA film?,yes,PLANE
synpic27655.jpg,Is there any costophrenic angle blunting present?,No,PRES
synpic27655.jpg,Is there any costophrenic angle blunting?,No,PRES
synpic27655.jpg,Is there presence of any costophrenic angle blunting?,No,PRES
synpic27655.jpg,Is there any costophrenic angle blunting?,No,PRES
synpic33102.jpg,Do you see a pleural effusion?,No,PRES
synpic33102.jpg,Is there a pleural effusion?,No,PRES
synpic33102.jpg,Is there a pleural effusion present?,No,PRES
synpic33102.jpg,Is there a pleural effusion?,No,PRES
synpic25587.jpg,Is this a pneumonia vs. pleural effusion?,pleural effusion,PRES
synpic25587.jpg,Is a pneumonia or pleural effusion seen in this image?,pleural effusion,PRES
synpic15006.jpg,Is there deviation in the trachea?,No,PRES
synpic15006.jpg,Is there tracheal deviation?,No,PRES
synpic15006.jpg,Is there tracheal deviation?,No,PRES
synpic15006.jpg,Is there tracheal deviation?,No,PRES
synpic33102.jpg,Do you see cardiomegaly?,No,SIZE
synpic33102.jpg,Is the heart enlarged?,No,SIZE
synpic33102.jpg,Is cardiomegaly present?,No,SIZE
synpic33102.jpg,Is the heart enlarged?,No,SIZE
synpic33102.jpg,Is this a KUB film?,no,MODALITY
synpic15006.jpg,Is the heart size abnormal?,Yes,SIZE
synpic25587.jpg,Is there tracheal deviation?,No,PRES
synpic25587.jpg,Is there tracheal deviation?,No,PRES
synpic15006.jpg,Are there pleural effusions present?,No,PRES
synpic15006.jpg,Is/Are there pleural effusions?,No,PRES
synpic15006.jpg,Is there presence of pleural effusions in this patient?,No,PRES
synpic15006.jpg,Is/Are there pleural effusions?,No,PRES
synpic15006.jpg,Is this film taken AP?,no,PLANE
synpic33102.jpg,Is this a plain film xray?,yes,MODALITY
synpic676.jpg,Are the costophrenic angles blunted?,No,PRES
synpic676.jpg,Is there any blunting of the costophrenic angle(s)?,No,PRES
synpic27655.jpg,Any tracheal deviation present?,No,PRES
synpic27655.jpg,Is/Are there tracheal deviation?,No,PRES
synpic27655.jpg,Is there any presence of tracheal deviation?,No,PRES
synpic27655.jpg,Is/Are there tracheal deviation?,No,PRES
synpic15006.jpg,Is this a special kind of X-ray?,No,MODALITY
synpic676.jpg,Is the heart enlarged?,No,SIZE
synpic676.jpg,Is the heart enlarged?,No,SIZE
synpic16174.jpg,Is there evidence of left lung field hyperinflation?,Yes,PRES
synpic16174.jpg,Has the left lung collapsed?,Yes,PRES
synpic16174.jpg,Is/Are there collapse in the patient's left lung?,Yes,PRES
synpic52767.jpg,Is there evidence of mediastinal shift?,No,PRES
synpic52767.jpg,Is/Are there are midline shift?,No,PRES
synpic52767.jpg,Is there a midline shift?,No,PRES
synpic52767.jpg,Is/Are there are midline shift?,No,PRES
synpic33422.jpg,Is there evidence of hilar enlargement?,No,SIZE
synpic33422.jpg,Is/Are the hilum enlargement?,No,SIZE
synpic33422.jpg,Is there increased lung markings near the hilum?,No,SIZE
synpic33422.jpg,Is/Are the hilum enlargement?,No,SIZE
synpic18461.jpg,Is the right costophrenic angle sharp?,no,ATTRIB
synpic18461.jpg,Is/Are the R costophrenic angle sharp?,no,ATTRIB
synpic18461.jpg,Is the right costophrenic angle easily visualized?,no,PRES
synpic18461.jpg,Is/Are the R costophrenic angle sharp?,no,PRES
synpic19782.jpg,Is free air present under the patient's left or right hemidiaphragm?,Right,POS
synpic51774.jpg,Is the heart displaced?,No,POS
synpic51774.jpg,Is the heart in the wrong position?,No,POS
synpic31248.jpg,Is there hyperinflation of the lung(s)?,No,SIZE
synpic31248.jpg,Is/Are there lung hyperinflation?,No,SIZE
synpic31248.jpg,Are the lungs increased in size?,No,SIZE
synpic31248.jpg,Is/Are there lung hyperinflation?,No,SIZE
synpic16810.jpg,Is there a midline shift?,No,PRES
synpic16810.jpg,Is/Are there midline shift?,No,PRES
synpic16810.jpg,Is the trachea shifted?,No,PRES
synpic16810.jpg,Is/Are there midline shift?,No,PRES
synpic51774.jpg,Is the trachea deviated to the right or left?,Left,POS
synpic51774.jpg,Where is/are the trachea located?,Left,POS
synpic55464.jpg,Are the lymph nodes enlarged,yes,SIZE
synpic55464.jpg,Is/Are there hilar lymphadenopathy?,yes,SIZE
synpic55464.jpg,Is there hilar lymphadenopathy?,yes,SIZE
synpic55464.jpg,Is/Are there hilar lymphadenopathy?,yes,SIZE
synpic23989.jpg,Is this a tension pneumothorax?,No,PRES
synpic23989.jpg,Is/Are there a tension pneumothorax?,No,PRES
synpic23989.jpg,Does this image show a tension pneumothorax?,No,PRES
synpic23989.jpg,Is/Are there a tension pneumothorax?,No,PRES
synpic23989.jpg,is there tracheal deviation?,no,PRES
synpic23989.jpg,Is/Are there tracheal deviation?,no,PRES
synpic23989.jpg,Is the trachea deviated?,no,PRES
synpic23989.jpg,Is/Are there tracheal deviation?,no,PRES
synpic19114.jpg,Would you expect pleural plaques on other pleural surfaces vs just the hemithoraces?,Not sure,OTHER
synpic19114.jpg,Do you expect the patient to have plaques on other pleura as well?,Maybe,OTHER
synpic19114.jpg,Are there any abnormalities with the shape of the aortic arch?,No,ABN
synpic19114.jpg,Is/Are the aortic arch normal?,No,ABN
synpic19114.jpg,Is the aortic arch shape abnormal?,No,ABN
synpic19114.jpg,Is/Are the aortic arch normal?,No,ABN
synpic18896.jpg,Is the patient's heart enlarged?,No,SIZE
synpic18896.jpg,Is/Are the the heart enlarged ?,No,SIZE
synpic18896.jpg,Does the heart look enlarged?,No,SIZE
synpic18896.jpg,Is/Are the the heart enlarged ?,No,SIZE
synpic33331.jpg,Is the hyperinflation unilateral or bilateral?,bilateral,POS
synpic33331.jpg,Is the lung hyperinflated on one or both sides?,both sides,POS
synpic26413.jpg,Are the lines seen on the exterior or interior of the patient?,Exterior,POS
synpic26413.jpg,Are the lines in the image inside or outside of the patient?,Outside,POS
synpic19232.jpg,Are the lungs clear?,No,PRES
synpic19232.jpg,Is/Are the lungs clear? -yes/no,No,PRES
synpic19232.jpg,Are there lungs free of consolidation?,Yes,PRES
synpic12210.jpg,Do the lungs appear hyperinflated?,Yes,SIZE
synpic12210.jpg,Is/Are there hyperinflation?,Yes,SIZE
synpic12210.jpg,Is hyperinflation depicted?,Yes,SIZE
synpic12210.jpg,Is/Are there hyperinflation?,Yes,SIZE
synpic42210.jpg,Is the cardiac silhouette enlarged?,Yes,SIZE
synpic42210.jpg,Is cardiomegaly present?,Yes,SIZE
synpic26764.jpg,Is the circular opacity (located in the middle of this image) found on top of the patient or within the patient?,On top of the patient,POS
synpic26764.jpg,Where is/are the circular opacity located?,On top of the patient,POS
synpic26764.jpg,Is the opacity located in the middle of the image inside the patient or superficial to the patient's skin?, superficial to the patient's skin,POS
synpic26764.jpg,Where is/are the circular opacity located?, superficial to the patient's skin,POS
synpic38531.jpg,Is there decreased aeration at the apex?,Yes,PRES
synpic38531.jpg,Is the apical aeration normal or decreased?,Normal,ATTRIB
synpic26764.jpg,Is this a PA film?,Yes,PLANE
synpic26764.jpg,Is this film taken in a PA modality?,Yes,PLANE

