image_name,question,question_type,answer
synpic23989.jpg,What is abnormal in this image?,ABN,Left Apical Pneumothorax
synpic23989.jpg,What pathology is shown?,ABN,Left Apical Pneumothorax
synpic23989.jpg,What is abnormal in this image?,ABN,Left Apical Pneumothorax
synpic32962.jpg,Doe this image depict an interstitial lung process?,PRES,yes
synpic32962.jpg,Is/Are there interstitial process in the patient's lungs?,PRES,yes
synpic32962.jpg,Is there an interstitial lung process?,PRES,yes
synpic32962.jpg,Is/Are there interstitial process in the patient's lungs?,PRES,yes
synpic55464.jpg,Is this a PA film?,MODALITY,yes
synpic55464.jpg,Does the pathology involve the CV system,ORGAN,yes
synpic46976.jpg,What is the pathology in this image?,ABN,cardiomegaly
synpic46976.jpg,What is/are the pathology near/in the image?,ABN,cardiomegaly
synpic46976.jpg,what pathology is demonstrated?,ABN,cardiomegaly
synpic46976.jpg,What is/are the pathology near/in the image?,ABN,cardiomegaly
synpic22037.jpg,Is the chest xray underexposed?,OTHER,yes
synpic22037.jpg,Is this image underexposed?,OTHER,yes
synpic31259.jpg,This radiograph contains what foreign body?,PRES,sternotomy wires and surgical clips
synpic31259.jpg,What is/are the foreign body near/in the lung?,PRES,sternotomy wires and surgical clips
synpic31259.jpg,what is the foreign body,PRES,sternotomy wires and surgical clips
synpic31259.jpg,What is/are the foreign body near/in the lung?,PRES,sternotomy wires and surgical clips
synpic22037.jpg,what is the plane?,PLANE,coronal
synpic51872.jpg,Do you see a cavitary lesion in this chest xray?,PRES,yes
synpic51872.jpg,Is/Are there a cavitary lesion?,PRES,yes
synpic51872.jpg,is there a cavitary lesion?,PRES,yes
synpic51872.jpg,Is/Are there a cavitary lesion?,PRES,yes
synpic27047.jpg,Does this patient have cardiomegaly?,SIZE,No
synpic21042.jpg,Is this patient intubated?,PRES,No
synpic16170.jpg,Where is the lesion located?,POS,Left mid lung
synpic21042.jpg,Is this a PA image?,PLANE,yes
synpic33378.jpg,Does this patient have a pneumothorax?,PRES,Yes
synpic100132.jpg,Does this radiograph contain parts of the cardiovascular system?,ORGAN,yes
synpic100132.jpg,Is the heart enlarged?,SIZE,No
synpic33378.jpg,Does this patient have a pleural effusion?,PRES,No
synpic100132.jpg,Was this image taken in the AP or PA plane?,PLANE,PA
synpic28355.jpg,Does this xray show an intubated patient?,PRES,No
synpic33378.jpg,Which side is the pneumothorax on?,POS,Right side
synpic21042.jpg,Does this image show a pneumothorax?,PRES,No
synpic100132.jpg,Which rib is fractured?,POS,3rd rib
synpic21042.jpg,What type of imaging modality is seen in this image?,MODALITY,X-ray plain film
synpic100132.jpg,Is this a CT scan?,MODALITY,no
synpic21042.jpg,What is one organ system seen in this image?,ORGAN,Respiratory System
synpic28355.jpg,Is this xray suggestive of aortic dissection?,PRES,No
synpic16170.jpg,Does this patient have any fractured ribs?,PRES,No
synpic27047.jpg,What type of imaging modality is this?,MODALITY,Xray - plain film
synpic100132.jpg,What is the difference between the left and right costophrenic angles?,OTHER,The left costophrenic angle is blunted
synpic27047.jpg,Is there a clavicle fracture shown in this radiograph?,PRES,No
synpic21037.jpg,Does this patient have an endotracheal tube placed?,PRES,No
synpic21037.jpg,Does this CXR display pneumoperitoneum?,PRES,No
synpic21037.jpg,Which side of the image is the thoracic mass located on?,POS,Left side
synpic21042.jpg,Does this image show a pleural effusion?,PRES,No
synpic26248.jpg,Where is/are the diaphragm elevation located?,POS,Right
synpic26248.jpg,Where is/are the diaphragm elevation located?,POS,Right
synpic17848.jpg,What type of image is this?,MODALITY,Chest xray
synpic17848.jpg,Is there evidence of pneumothorax?,PRES,No
synpic17848.jpg,Is/Are there pneumothorax?,PRES,No
synpic17848.jpg,Is there a pneumothorax?,PRES,No
synpic17848.jpg,Is/Are there pneumothorax?,PRES,No
synpic16407.jpg,Are the pulmonary arteries enlarged?,SIZE,Yes
synpic16407.jpg,Is/Are the pulmonary arteries enlarged?,SIZE,Yes
synpic16407.jpg,Do the pulmonary arteries appear enlarged?,SIZE,Yes
synpic16407.jpg,Is/Are the pulmonary arteries enlarged?,SIZE,Yes
synpic22097.jpg,What kind of image is this?,MODALITY,chest x Ray
synpic22097.jpg,What modality is this?,MODALITY,chest x Ray
synpic17848.jpg,Are the findings normal?,ABN,No
synpic17848.jpg,Is this image normal?,ABN,No
synpic17848.jpg,Is this a normal image?,ABN,No
synpic17848.jpg,Is this image normal?,ABN,No
synpic16407.jpg,Are the lungs hyperinflated?,PRES,Yes
synpic16407.jpg,Is/Are the lungs hyperinflated?,PRES,Yes
synpic16407.jpg,Do the lungs appear hyperinflated?,PRES,Yes
synpic16407.jpg,Is/Are the lungs hyperinflated?,PRES,Yes
synpic26248.jpg,The air fluid level is in which location?,POS,Cardiac region
synpic26248.jpg,Where is/are the air fluid level located?,POS,Cardiac region
synpic26248.jpg,Where is there an air fluid level?,POS,Cardiac region
synpic26248.jpg,Where is/are the air fluid level located?,POS,Cardiac region
synpic40520.jpg,Where is/are the pleural effusion located?,POS,Right side
synpic40520.jpg,Where is/are the pleural effusion located?,POS,Right side
synpic17693.jpg,How is the image oriented?,PLANE,PA
synpic17693.jpg,What plane is this X-ray in?,PLANE,PA
synpic22097.jpg,Which side is abnormal?,POS,Left
synpic22097.jpg,Where is/are the defect located?,POS,Left
synpic22097.jpg,Which lung has a defect?,POS,Left
synpic22097.jpg,Where is/are the defect located?,POS,Left
synpic17848.jpg,What organ systems can be evaluated with this image?,ORGAN,Respiratory 	cardia c	musculoskeletal
synpic40520.jpg,Is/Are the trachea located near/in the midline?,PRES,Yes
synpic40520.jpg,Is the trachea midline?,PRES,Yes
synpic17848.jpg,Is this image best taken on expiration?,PLANE,no
synpic22097.jpg,Do you see fluid in the left lung?,PRES,Yes
synpic22097.jpg,Is/Are there fluid in the patient's left lung?,PRES,Yes
synpic22097.jpg,Is there fluid in the left lung?,PRES,Yes
synpic22097.jpg,Is/Are there fluid in the patient's left lung?,PRES,Yes
synpic40520.jpg,Does the heart appear normal size?,SIZE,No
synpic40520.jpg,Is/Are the heart normal size?,SIZE,No
synpic40520.jpg,Is the width of the cardiac silhouette normal?,SIZE,No
synpic40520.jpg,Is/Are the heart normal size?,SIZE,No
synpic16407.jpg,What type of image is this?,MODALITY,Chest X-ray
synpic16407.jpg,What image modality is this?,MODALITY,Chest X-ray
synpic26248.jpg,What are the hyperdense findings in the mediastinum?,PRES,Sternal wires
synpic26248.jpg,What is/are the hyperdensities near/in the mediastinum?,PRES,Sternal wires
synpic26248.jpg,What are seen as hyperdense in the mediastinum of this image?,PRES,Sternal wires
synpic26248.jpg,What is/are the hyperdensities near/in the mediastinum?,PRES,Sternal wires
synpic18896.jpg,What is the abnormality seen above the heart on the patient's right side?,PRES,right sided aortic arch
synpic18896.jpg,What is the abnormality near the heart on the right side?,PRES,right sided aortic arch
synpic18896.jpg,what is the bump seen above the heart on the patient's right side?,PRES,right sided aortic arch
synpic18896.jpg,What is the abnormality near the heart on the right side?,PRES,right sided aortic arch
synpic31394.jpg,In what plane is the above taken?,PLANE,PA
synpic32970.jpg,Are there any bone fractures present?,PRES,No
synpic32970.jpg,Is/Are there bone fractures?,PRES,No
synpic32970.jpg,Does the patient have any bone fractures?,PRES,No
synpic32970.jpg,Is/Are there bone fractures?,PRES,No
synpic32970.jpg,Where is/are the lesion  located?,POS,right lower lateral lung field
synpic32970.jpg,Where is/are the lesion  located?,POS,right lower lateral lung field
synpic17738.jpg,What is the size of the mass in the right upper quadrant?,SIZE,3.4 cm
synpic17738.jpg,What is the size of the mass in the right upper quadrant?,SIZE,3.4 cm
synpic27277.jpg,Are the patients' ribs symmetric on both sides?,"PRES, ATTRIB",No
synpic27277.jpg,Is/Are there symmtery in the patient's ribs on both sides?,"PRES, ATTRIB",No
synpic27277.jpg,Is there symmetry of the patient's ribs on both sides?,"PRES, ATTRIB",No
synpic27277.jpg,Is/Are there symmtery in the patient's ribs on both sides?,"PRES, ATTRIB",No
synpic31256.jpg,Is the heart enlarged?,SIZE,no
synpic31256.jpg,Is the heart enlarged?,SIZE,no
synpic18896.jpg,Imaging modality used to take this image?,MODALITY,PA Xray
synpic18896.jpg,What imaging modality is used to acquire this picture?,MODALITY,PA Xray
synpic31394.jpg,Is the image an CT scan?,MODALITY,no
synpic17145.jpg,Is there a pneumothorax seen in the above image?,PRES,No
synpic17145.jpg,Is/Are there a pneumothorax?,PRES,No
synpic17145.jpg,Is there a pneumothorax present?,PRES,No
synpic17145.jpg,Is/Are there a pneumothorax?,PRES,No
synpic31394.jpg,Does the heart look enlarged?,SIZE,No
synpic31394.jpg,Is/Are the heart enlarged ?,SIZE,No
synpic31394.jpg,Is the heart enlarged?,SIZE,No
synpic31394.jpg,Is/Are the heart enlarged ?,SIZE,No
synpic42805.jpg,Is the heart larger than normal?,SIZE,No
synpic42805.jpg,Is/Are the the heart enlarged?,SIZE,No
synpic42805.jpg,Is the heart enlarged?,SIZE,No
synpic42805.jpg,Is/Are the the heart enlarged?,SIZE,No
synpic31256.jpg,How was this image taken?,MODALITY,X-ray
synpic31256.jpg,What imaging modality is seen?,MODALITY,X-ray
synpic17738.jpg,What organ system is being imaged?,ORGAN,Chest
synpic42805.jpg,In which lobes do you see a higher density of masses?,POS,Upper lobes
synpic42805.jpg,Where is the high density of masses located?,POS,Upper lobes
synpic42805.jpg,Which lobes of the lung contain a higher density of masses?,POS,Upper lobes
synpic42805.jpg,Where is the high density of masses located?,POS,Upper lobes
synpic17738.jpg,Is the heart enlarged?,SIZE,No
synpic17738.jpg,Is the heart enlarged?,SIZE,No
synpic17738.jpg,Is this a PA film?,PLANE,yes
synpic17738.jpg,Where is/are the abnormal mass  located?,POS,Right upper lobe
synpic17738.jpg,Where is/are the abnormal mass  located?,POS,Right upper lobe
synpic32970.jpg,Are there multiple lesions in the chest of the above patient?,PRES,No
synpic32970.jpg,Is there multiple lesions in the patient's chest?,PRES,No
synpic32970.jpg,Does this patient have multiple lesions in their chest?,PRES,No
synpic32970.jpg,Is there multiple lesions in the patient's chest?,PRES,No
synpic31256.jpg,The azygoesophageal recess is deviated in which direction?,POS,right
synpic31256.jpg,Where is the azygoesophageal recess deviation located?,POS,right
synpic31256.jpg,Which direction is the azygoesophageal recess deviated?,POS,right
synpic31256.jpg,Where is the azygoesophageal recess deviation located?,POS,right
synpic17145.jpg,In which side is the hemidiaphragm elevated?,POS,right
synpic17145.jpg,Where is the diaphragm elevation located?,POS,right
synpic17145.jpg,Which diaphragm is elevated?,POS,right
synpic17145.jpg,Where is the diaphragm elevation located?,POS,right
synpic31394.jpg,Are the pulmonary nodules diffuse in the chest or lateralized to one side?,POS,Diffuse
synpic31394.jpg,Where are the pulmonary nodules located?,POS,Diffuse
synpic31394.jpg,Is the location of the pulmonary nodules diffuse or lateralized to one side?,POS,Diffuse
synpic31394.jpg,Where are the pulmonary nodules located?,POS,Diffuse
synpic33481.jpg,Are the lesions only in one lobe?,POS,No
synpic33481.jpg,Is/Are the lesions located near/in the one lobe?,POS,No
synpic33481.jpg,Are the opacities confined to one lung lobe?,POS,No
synpic33481.jpg,Is/Are the lesions located near/in the one lobe?,POS,No
synpic33331.jpg,Is this a mid-sagittal film?,PLANE,no
synpic33429.jpg,Is there free air under the diaphragm?,PRES,No
synpic33429.jpg,Is/Are there air in the abdomen?,PRES,No
synpic33429.jpg,Is there air in the abdominal cavity?,PRES,No
synpic33429.jpg,Is/Are there air in the abdomen?,PRES,No
synpic16221.jpg,Is this an axial image?,PLANE,no
synpic17675.jpg,Is there free air under the diaphragm?,PRES,No
synpic17675.jpg,Is/Are there free air in the patient's (under the) diaphragm?,PRES,No
synpic17675.jpg,Is subdiaphragmatic free air present?,PRES,No
synpic17675.jpg,Is/Are there free air in the patient's (under the) diaphragm?,PRES,No
synpic33302.jpg,Are there any consolidations present in the lungs?,PRES,No
synpic33302.jpg,Is/Are there pulmonary consolidations?,PRES,No
synpic33302.jpg,Are there any pulmonary consolidations?,PRES,No
synpic33302.jpg,Is/Are there pulmonary consolidations?,PRES,No
synpic33331.jpg,Why are the chostrochondral junctions not seen on this film?,OTHER,Cartilage is not well viewed by x rays
synpic33331.jpg,Is the heart shadow abnormally large?,SIZE,No
synpic33331.jpg,Is/Are the heart shadow abnormally large?,SIZE,No
synpic33331.jpg,Is the cardiac silhouette enlarged?,SIZE,No
synpic33331.jpg,Is/Are the heart shadow abnormally large?,SIZE,No
synpic24350.jpg,Is there a pneumothorax?,PRES,No
synpic24350.jpg,Is/Are there pneumothorax?,PRES,No
synpic24350.jpg,Is a pneumothorax present?,PRES,No
synpic24350.jpg,Is/Are there pneumothorax?,PRES,No
synpic45610.jpg,Is/Are the trachea normal?,ABN,No
synpic45610.jpg,Is/Are the trachea normal?,PRES,Yes
synpic16221.jpg,Is there pneumothorax?,OTHER,No
synpic16221.jpg,How can you tell there is no pneumothorax present?,OTHER,Lung markings present all the way laterally to the ribs
synpic16221.jpg,Why is the right lung most common location for aspirations?,OTHER,The right mainstem bronchus is more in line with the trachea than the left
synpic33429.jpg,What is/are the free air near/in the thorax?,PRES,No
synpic33429.jpg,What is/are the free air near/in the thorax?,PRES,No
synpic17675.jpg,Are there cilia present at the level of alveoli?,PRES,no
synpic33331.jpg,Are any of the ribs fractured?,PRES,No
synpic33331.jpg,Is/Are the ribs fractured? -yes/no,PRES,No
synpic33331.jpg,Are there rib fractures present?,PRES,No
synpic33331.jpg,Is/Are the ribs fractured? -yes/no,PRES,No
synpic33481.jpg,Does a blocked alveoli cause a V/Q mismatch?,OTHER,yes
synpic33302.jpg,What is the air under the left hemidiaphragm?,PRES,Stomach bubble
synpic33302.jpg,What is the air under the patient's left hemidiaphragm?,PRES,Stomach bubble
synpic33302.jpg,What is hyperdensity under the diaphragm on the left?,PRES,Stomach bubble
synpic33302.jpg,What is the air under the patient's left hemidiaphragm?,PRES,Stomach bubble
synpic33481.jpg,What else do you need in order to localize lesions on a CXR?,OTHER,Lateral film as well as PA
synpic16221.jpg,Is the trachea deviated from midline?,PRES,No
synpic16221.jpg,Is/Are there tracheal deviation?,PRES,No
synpic16221.jpg,Is there tracheal deviation?,PRES,No
synpic16221.jpg,Is/Are there tracheal deviation?,PRES,No
synpic17675.jpg,Can x rays be used to identify liver lesions?,OTHER,no
synpic16221.jpg,What does the black on an x ray indicate?,OTHER,Air
synpic33481.jpg,Are the hemidiaphragms flattened?,ATTRIB,No
synpic33481.jpg,Is/Are the diaphragm  flattened? -yes/no,ATTRIB,No
synpic33481.jpg,Is the diaphragm flattened on either side,ATTRIB,No
synpic33481.jpg,Is/Are the diaphragm  flattened? -yes/no,ATTRIB,No
synpic45610.jpg,Is the cardiac silhouette enlarged?,SIZE,No
synpic45610.jpg,Is/Are the heart size abnormal?,SIZE,No
synpic45610.jpg,Is the heart size abnormal,SIZE,No
synpic45610.jpg,Is/Are the heart size abnormal?,SIZE,No
synpic33481.jpg,Is the aorta abnormally wide?,SIZE,No
synpic33481.jpg,is the aortic knob widened?,SIZE,No
synpic33481.jpg,Is the aortic knob widened?,SIZE,No
synpic33481.jpg,is the aortic knob widened?,SIZE,No
synpic24350.jpg,Is the trachea normal?,PRES,Yes
synpic24350.jpg,Is/Are the trachea normal?,PRES,Yes
synpic24350.jpg,Is the trachea midline?,PRES,Yes
synpic24350.jpg,Is the trachea midline?,PRES,Yes
synpic17675.jpg,Is there a pneumothorax?,PRES,No
synpic17675.jpg,Is/Are there pneumothorax?,PRES,No
synpic17675.jpg,Is a pneuomothorax present?,PRES,No
synpic17675.jpg,Is/Are there pneumothorax?,PRES,No
synpic33302.jpg,Is/Are there pneumothorax?,PRES,No
synpic33302.jpg,Is/Are there pneumothorax?,PRES,No
synpic26413.jpg,Are the clavicles fractured?,PRES,No
synpic26413.jpg,Is/Are there clavicular fracture?,PRES,No
synpic26413.jpg,Is a clavicular fracture present?,PRES,No
synpic26413.jpg,Is/Are there clavicular fracture?,PRES,No
synpic24350.jpg,Is a pleural effusion present?,PRES,No
synpic24350.jpg,Is/Are there pleural effusion?,PRES,No
synpic24350.jpg,Is there a pleural effusion?,PRES,No
synpic24350.jpg,Is/Are there pleural effusion?,PRES,No
synpic45610.jpg,Is/Are the diaphragm flat? -yes/no,ATTRIB,No
synpic45610.jpg,Is/Are the diaphragm flat? -yes/no,ATTRIB,No
synpic27646.jpg,Is there lymphadenopathy?,PRES,No
synpic27646.jpg,Is there lymphadenopathy?,PRES,No
synpic27646.jpg,Is lymphadenopathy present?,PRES,No
synpic27646.jpg,Is there lymphadenopathy?,PRES,No
synpic19232.jpg,Describe the borders of the lesion.,ATTRIB,Smooth
synpic19232.jpg,How would you describe the borders of the lesion?,ATTRIB,Smooth
synpic19232.jpg,How are the borders of the lesion?,ATTRIB,Smooth
synpic19232.jpg,How would you describe the borders of the lesion?,ATTRIB,Smooth
synpic31217.jpg,What is the location of the abnormality?,POS,Right lung
synpic31217.jpg,Where is/are the nodules located?,POS,Right lung
synpic31217.jpg,Where is the abnormality?,POS,Right lung
synpic31217.jpg,Where is/are the nodules located?,POS,Right lung
synpic32081.jpg,What is the location of the abnormality?,POS,Right side of the trachea
synpic32081.jpg,Where is/are the abnormality located?,POS,Right side of the trachea
synpic32081.jpg,Where is the abnormality?,POS,Right side of the trachea
synpic32081.jpg,Where is/are the abnormality located?,POS,Right side of the trachea
synpic31217.jpg,Is this an image of normal physiology?,ABN,No
synpic31217.jpg,Is this patient healthy?,ABN,No
synpic27646.jpg,Is/Are there a focal mass?,PRES,No
synpic27646.jpg,Is/Are there a focal mass?,PRES,No
synpic18250.jpg,Are the airway walls thickened in the bases?,PRES,Yes
synpic18250.jpg,Is/Are there thickening in the patient's airway walls?,PRES,Yes
synpic18250.jpg,Is there increased airway wall thickening of the bilateral bases?,PRES,Yes
synpic18250.jpg,Is/Are there thickening in the patient's airway walls?,PRES,Yes
synpic29263.jpg,Is the heart enlarged?,SIZE,No
synpic29263.jpg,Is/Are the heart enlarged?,SIZE,No
synpic29263.jpg,Is there cardiomegaly?,SIZE,No
synpic29263.jpg,Is/Are the heart enlarged?,SIZE,No
synpic31217.jpg,Are there abnormalities seen in the lungs?,ABN,yes
synpic19232.jpg,How would you describe the location of the lesion?,POS,Retrocardiac
synpic19232.jpg,Where is/are the lesion located?,POS,Retrocardiac
synpic19232.jpg,Where is the lesion located?,POS,Retrocardiac
synpic19232.jpg,Where is/are the lesion located?,POS,Retrocardiac
synpic31217.jpg,Where is the nodule?,ABN,Below the 7th rib in the right lung.
synpic31217.jpg,What is the abnormality?,ABN,Single lung nodule
synpic18250.jpg,Are there abnormalities?,ABN,Yes
synpic18250.jpg,Is this image abnormal?,ABN,Yes
synpic18250.jpg,Is anything wrong in this image?,ABN,Yes
synpic18250.jpg,Is this image abnormal?,ABN,Yes
synpic32081.jpg,Is anything wrong in the image?,ABN,Yes
synpic32081.jpg,Is this image normal?,ABN,Yes
synpic32081.jpg,Is there an abnormality?,ABN,Yes
synpic32081.jpg,Is this image normal?,ABN,Yes
synpic29263.jpg,Is/Are there abnormality in the patient's lungs?,PRES,No
synpic29263.jpg,Is/Are there abnormality in the patient's lungs?,PRES,No
synpic29263.jpg,Are there any pulmonary findings?,PRES,No
synpic29263.jpg,Is/Are the lungs normal?,PRES,No
synpic29263.jpg,Are the lungs affected?,PRES,No
synpic29263.jpg,Is/Are the lungs normal?,PRES,No
synpic27646.jpg,What plane is seen?,PLANE,PA
synpic31217.jpg,Which plane is this image taken in?,PLANE,PA
synpic27646.jpg,Is this an MRI?,MODALITY,no
synpic27646.jpg,How can the distribution in this image be described?,ATTRIB,Micronodular
synpic27646.jpg,How would you describe the distributions?,ATTRIB,Micronodular
synpic27646.jpg,What type of distributions is seen on this image?,ATTRIB,Micronodular
synpic27646.jpg,How would you describe the distributions?,ATTRIB,Micronodular
synpic42210.jpg,What do the two bright dots represent?,PRES,nipple location
synpic42210.jpg,What are the two bright dots?,PRES,nipple location
synpic42210.jpg,What are the two hyperlucent inferior dots?,PRES,nipple location
synpic42210.jpg,What are the two dots?,PRES,nipple location
synpic100176.jpg,Is this a PA or AP film?,MODALITY,PA
synpic100176.jpg,What laterality is this film?,MODALITY,PA
synpic52988.jpg,Is/Are there cardiomegaly ?,SIZE,Yes
synpic52988.jpg,Is/Are there cardiomegaly ?,SIZE,Yes
synpic28987.jpg,Is there fluid in the lungs?,PRES,No
synpic28987.jpg,Is/Are there a pleural effusion?,PRES,No
synpic28987.jpg,Is a pleural effusion present?,PRES,No
synpic28987.jpg,Is/Are there a pleural effusion?,PRES,No
synpic42210.jpg,Is the trachea deviated?,PRES,yes
synpic42210.jpg,Is/Are there tracheal deviation?,PRES,yes
synpic42210.jpg,Is tracheal deviation present?,PRES,yes
synpic42210.jpg,Is/Are there tracheal deviation?,PRES,yes
synpic52988.jpg,Are patchy infiltrates depicted?,PRES,Yes
synpic52988.jpg,Is/Are there patchy infiltrates?,PRES,Yes
synpic52988.jpg,Are there patchy infiltrates present?,PRES,Yes
synpic52988.jpg,Is/Are there patchy infiltrates?,PRES,Yes
synpic100176.jpg,Are the margins of the cardiac silhouette normal?,ABN,No
synpic100176.jpg,Is/Are the cardiac silhouette normal?,ABN,No
synpic100176.jpg,Is the heart border normal?,ABN,No
synpic100176.jpg,Is/Are the heart border normal?,ABN,No
synpic12210.jpg,What imaging modality was used?,MODALITY,x-ray
synpic12210.jpg,What type of image is this?,MODALITY,x-ray
synpic100176.jpg,Is/Are there pneumoperitoneum?,PRES,no
synpic100176.jpg,Is/Are there pneumoperitoneum?,PRES,no
synpic28987.jpg,Is cardiomegaly shown?,SIZE,yes
synpic28987.jpg,Is/Are there cardiomegaly?,SIZE,yes
synpic28987.jpg,Is the heart enlarged?,SIZE,yes
synpic28987.jpg,Is/Are there cardiomegaly?,SIZE,yes
synpic12210.jpg,What is at the base of the right lung?,PRES,nodules
synpic12210.jpg,What is/are the pathology near/in the base of the lungs?,PRES,nodules
synpic12210.jpg,What pathology is shown at the lung bases?,PRES,nodules
synpic12210.jpg,What is/are the pathology near/in the base of the lungs?,PRES,nodules
synpic42210.jpg,Is this a PA film?,PLANE,yes
synpic42210.jpg,What image modality is this?,MODALITY,X-ray
synpic52988.jpg,Blunting of the costophrenic angles indicate what condition?,OTHER,pleural effusion
synpic52988.jpg,What does the blunting of the costophrenic angles indicate?,OTHER,pleural effusion
synpic31248.jpg,Is there hilar adenopathy?,PRES,Yes
synpic31248.jpg,Is/Are there hilar adenopathy?,PRES,Yes
synpic52988.jpg,Is the ET tube properly placed?,OTHER,Yes
synpic15006.jpg,Is there cardiomegaly?,SIZE,yes
synpic15006.jpg,Is there cardiomegaly,SIZE,yes
synpic31962.jpg,Is/Are the air under the diaphragm pathologic?,ABN,No
synpic31962.jpg,Is there free air under the patient's diaphragm?,PRES,No
synpic17664.jpg,Is the trachea midline?,PRES,Yes
synpic17664.jpg,Is/Are the trachea in a normal position?,PRES,Yes
synpic17675.jpg,Are there any fractures in this image?,PRES,No
synpic17675.jpg,Is/Are the bones fractured? -yes/no,PRES,No
synpic49914.jpg,Is there pleural thickening in the R lung?,SIZE,Yes
synpic49914.jpg,Is the pleura thick?,SIZE,Yes
synpic33102.jpg,Is there a pneumothorax?,PRES,yes
synpic33102.jpg,Is there a pneumonthorax?,PRES,yes
synpic18319.jpg,Which lung are the nodules located in?,POS,Bilateral
synpic18319.jpg,Where is/are the nodules located?,POS,Bilateral
synpic47783.jpg,Is/Are the air under the diaphragm pathologic?,ABN,No
synpic51872.jpg,Is this patient intubated?,PRES,no
synpic51872.jpg,Is/Are there an endotracheal tube?,PRES,no
synpic27277.jpg,Why is the left hemithorax more lucent?,OTHER,decreased muscle bulk
synpic22037.jpg,Is there a rib fracture?,PRES,No
synpic22037.jpg,Is/Are there a rib fracture?,PRES,No
synpic52767.jpg,Are there decreased lung markings in the right upper lung field?,PRES,Yes
synpic52767.jpg,Is/Are there pneumothorax?,PRES,Yes
synpic40520.jpg,Are there increased interstitial markings?,PRES,Yes
synpic40520.jpg,Is/Are there increased interstitial markings?,PRES,Yes
synpic33331.jpg,Which side is the diaphragm more depressed?,"PRES, POS",Left
synpic46976.jpg,Is there pneumoperitoneum?,PRES,no
synpic46976.jpg,Is/Are there free air in the patient's abdomen?,PRES,no
synpic19477.jpg,Is/Are there nipple markers present?,OTHER,Yes
synpic24350.jpg,Is there cardiac enlargement?,SIZE,Yes
synpic24350.jpg,Is/Are the heart larger than normal?,SIZE,Yes
